--------------------
BDMEP - INMET
--------------------
Estação           : ARCOVERDE - PE (OMM: 82890)
Latitude  (graus) : -8.41
Longitude (graus) : -37.08
Altitude  (metros): 680.70
Estação Operante
Inicio de operação: 01/02/1973
Periodo solicitado dos dados: 01/01/2000 a 12/12/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Umidade Relativa Media;
82890;07/12/2014;0000;;31.8;;11.8;69.75;
82890;07/12/2014;1200;0;;19.7;;;
82890;08/12/2014;0000;;31.6;;10.7;77.75;
82890;08/12/2014;1200;0;;19.1;;;
82890;09/12/2014;0000;;31.6;;10.2;74.5;
82890;09/12/2014;1200;0;;19.7;;;
82890;10/12/2014;0000;;31.4;;10.5;76.75;
82890;10/12/2014;1200;0;;19.5;;;
82890;11/12/2014;0000;;31.2;;5.2;79;
82890;11/12/2014;1200;0;;19.7;;;
82890;12/12/2014;0000;;31.8;;7.2;75.25;
82890;12/12/2014;1200;0;;20.3;;;
82890;13/12/2014;0000;;31.6;;8.9;77;
82890;13/12/2014;1200;0;;17.7;;;
82890;14/12/2014;0000;;32.6;;9.4;71.75;
82890;14/12/2014;1200;0;;18.7;;;
82890;15/12/2014;0000;;32.2;;6.6;79.5;
82890;15/12/2014;1200;0;;18.3;;;
82890;16/12/2014;0000;;31;;2.6;79.25;
82890;16/12/2014;1200;7.9;;20.9;;;
82890;17/12/2014;0000;;29.2;;1.5;79.25;
82890;17/12/2014;1200;0;;19.5;;;
82890;18/12/2014;0000;;31.6;;1.8;72;
82890;18/12/2014;1200;0;;20.9;;;
82890;19/12/2014;0000;;31.6;;4.8;79.75;
82890;19/12/2014;1200;0;;18.3;;;
82890;20/12/2014;0000;;33;;11.5;68.75;
82890;20/12/2014;1200;0;;18.9;;;
82890;21/12/2014;0000;;33;;10.3;71.25;
82890;21/12/2014;1200;0;;19.3;;;
82890;22/12/2014;0000;;33;;9.5;78;
82890;22/12/2014;1200;0;;18.7;;;
82890;23/12/2014;0000;;33.2;;10.4;70.5;
82890;23/12/2014;1200;0;;19.3;;;
82890;24/12/2014;0000;;32.4;;9.4;74.5;
82890;24/12/2014;1200;0;;19.5;;;
82890;25/12/2014;0000;;32;;9.6;72.5;
82890;25/12/2014;1200;0;;19.7;;;
82890;26/12/2014;0000;;30.2;;3.7;73;
82890;26/12/2014;1200;0;;20.1;;;
82890;27/12/2014;0000;;31.8;;10.1;73.75;
82890;27/12/2014;1200;0;;17.7;;;
82890;28/12/2014;0000;;32.4;;9;75.75;
82890;28/12/2014;1200;0;;19.9;;;
82890;29/12/2014;0000;;34.4;;11.1;68.75;
82890;29/12/2014;1200;0;;20.9;;;
82890;30/12/2014;0000;;33;;5.6;79.25;
82890;30/12/2014;1200;0;;20.1;;;
82890;31/12/2014;0000;;31.8;;6.8;73.25;
82890;31/12/2014;1200;0;;20.5;;;
82890;01/01/2015;0000;;32.4;;6;74.25;
82890;01/01/2015;1200;0;;19.8;;;
82890;04/01/2015;0000;;32.4;;6;74.25;
82890;04/01/2015;1200;0;;19.9;;;
82890;05/01/2015;0000;;32.4;;11.8;76;
82890;05/01/2015;1200;0;;18.3;;;
82890;06/01/2015;0000;;31.6;;10.2;70.25;
82890;06/01/2015;1200;0;;19.5;;;
82890;07/01/2015;0000;;31.8;;8.4;76.5;
82890;07/01/2015;1200;0;;20.3;;;
82890;08/01/2015;0000;;32;;10.3;70;
82890;08/01/2015;1200;0;;19.9;;;
82890;09/01/2015;0000;;31.8;;10;77.25;
82890;09/01/2015;1200;0;;18.9;;;
82890;10/01/2015;0000;;32.8;;11.5;72.25;
82890;10/01/2015;1200;0;;19.3;;;
82890;11/01/2015;0000;;32.2;;10.3;73.75;
82890;11/01/2015;1200;0;;20.3;;;
82890;12/01/2015;0000;;32.4;;9.1;73.25;
82890;12/01/2015;1200;0;;21.3;;;
82890;13/01/2015;0000;;32;;10.4;73;
82890;13/01/2015;1200;0;;20.3;;;
82890;14/01/2015;0000;;32.6;;11;67.75;
82890;14/01/2015;1200;0;;19.7;;;
82890;15/01/2015;0000;;32.8;;9.3;71.75;
82890;15/01/2015;1200;0;;19.3;;;
82890;16/01/2015;0000;;33.2;;10.1;67;
82890;16/01/2015;1200;0;;19.5;;;
82890;17/01/2015;0000;;34.6;;11.3;65.5;
82890;17/01/2015;1200;0;;19.9;;;
82890;18/01/2015;0000;;33.8;;11.5;65.5;
82890;18/01/2015;1200;0;;20.3;;;
82890;19/01/2015;0000;;33;;10;72;
82890;19/01/2015;1200;0;;20.5;;;
82890;20/01/2015;0000;;33.4;;11.4;67;
82890;20/01/2015;1200;0;;19.1;;;
82890;21/01/2015;0000;;33.4;;8.5;73.5;
82890;21/01/2015;1200;0;;20.1;;;
82890;22/01/2015;0000;;31;;2.9;70;
82890;22/01/2015;1200;0;;19.9;;;
82890;23/01/2015;0000;;31.8;;3;69;
82890;23/01/2015;1200;0;;19.9;;;
82890;24/01/2015;0000;;32.6;;5.3;83.25;
82890;24/01/2015;1200;0;;20.9;;;
82890;25/01/2015;0000;;32.2;;9.6;72.25;
82890;25/01/2015;1200;1.1;;20.1;;;
82890;26/01/2015;0000;;32.4;;8.6;58.75;
82890;26/01/2015;1200;0;;18.3;;;
82890;27/01/2015;0000;;33.4;;10.9;69;
82890;27/01/2015;1200;0;;18.5;;;
82890;28/01/2015;0000;;32.5;;11.5;68.5;
82890;28/01/2015;1200;0;;18.3;;;
82890;29/01/2015;0000;;32.4;;10.7;78;
82890;29/01/2015;1200;0;;19.5;;;
82890;30/01/2015;0000;;33.6;;10.2;70.75;
82890;30/01/2015;1200;0;;20.9;;;
82890;31/01/2015;0000;;33.4;;10.4;69.75;
82890;31/01/2015;1200;0;;19.5;;;
82890;01/02/2015;0000;;33;;9.6;69.25;
82890;01/02/2015;1200;0;;20.1;;;
82890;02/02/2015;0000;;32.8;;9.4;71;
82890;02/02/2015;1200;0;;19.1;;;
82890;03/02/2015;0000;;31.8;;6;82.5;
82890;03/02/2015;1200;0;;20.5;;;
82890;04/02/2015;0000;;29.6;;3.9;89.75;
82890;04/02/2015;1200;8.6;;20.7;;;
82890;05/02/2015;0000;;31.2;;4.6;68;
82890;05/02/2015;1200;22.5;;20.3;;;
82890;06/02/2015;0000;;32.2;;10.3;73;
82890;06/02/2015;1200;0;;19.5;;;
82890;07/02/2015;0000;;31;;3;72;
82890;07/02/2015;1200;0;;19.1;;;
82890;08/02/2015;0000;;31;;9.8;73;
82890;08/02/2015;1200;0;;19.1;;;
82890;09/02/2015;0000;;31.4;;10.5;76;
82890;09/02/2015;1200;0;;19.3;;;
82890;10/02/2015;0000;;32.4;;11.6;71;
82890;10/02/2015;1200;0;;19.1;;;
82890;11/02/2015;0000;;33.4;;11;70;
82890;11/02/2015;1200;0;;20.1;;;
82890;12/02/2015;0000;;33.4;;8.2;81;
82890;12/02/2015;1200;0;;20.7;;;
82890;13/02/2015;0000;;33;;10.2;76;
82890;13/02/2015;1200;0;;20.3;;;
82890;14/02/2015;0000;;33;;9;87;
82890;14/02/2015;1200;0;;20.3;;;
82890;15/02/2015;0000;;27.6;;0;90;
82890;15/02/2015;1200;12;;19.5;;;
82890;16/02/2015;0000;;31.2;;8.7;81;
82890;16/02/2015;1200;22;;19.5;;;
82890;17/02/2015;0000;;31.4;;10.5;87;
82890;17/02/2015;1200;0;;20.1;;;
82890;18/02/2015;0000;;31.2;;6.4;85;
82890;18/02/2015;1200;0;;21.3;;;
82890;19/02/2015;0000;;30.4;;4.4;78;
82890;19/02/2015;1200;0;;21.3;;;
82890;20/02/2015;0000;;30.8;;8.5;80;
82890;20/02/2015;1200;0;;17.5;;;
82890;21/02/2015;0000;;26.6;;0;54;
82890;21/02/2015;1200;0;;20.9;;;
82890;22/02/2015;0000;;27;;2;92;
82890;22/02/2015;1200;0;;20.5;;;
82890;23/02/2015;0000;;30;;5.3;83;
82890;23/02/2015;1200;5.8;;19.1;;;
82890;24/02/2015;0000;;31;;7.8;78;
82890;24/02/2015;1200;0;;19.9;;;
82890;25/02/2015;0000;;32.2;;10.4;82;
82890;25/02/2015;1200;0;;20.9;;;
82890;26/02/2015;0000;;32.8;;11;70;
82890;26/02/2015;1200;0;;19.9;;;
82890;27/02/2015;0000;;33.8;;11.1;75;
82890;27/02/2015;1200;0;;19.7;;;
82890;28/02/2015;0000;;33.6;;8.6;70;
82890;28/02/2015;1200;0;;19.3;;;
82890;01/03/2015;0000;;33.4;;5.9;84;
82890;01/03/2015;1200;0;;20.5;;;
82890;02/03/2015;0000;;32;;7.2;83;
82890;02/03/2015;1200;1.6;;20.5;;;
82890;03/03/2015;0000;;31.6;;8.3;82;
82890;03/03/2015;1200;1.2;;19.1;;;
82890;04/03/2015;0000;;31.8;;7.1;76;
82890;04/03/2015;1200;0;;18.9;;;
82890;05/03/2015;0000;;32.2;;9.2;87;
82890;05/03/2015;1200;0;;20.5;;;
82890;06/03/2015;0000;;30.8;;9.7;97;
82890;06/03/2015;1200;15.2;;20.5;;;
82890;07/03/2015;0000;;31.4;;10.7;71;
82890;07/03/2015;1200;0;;19.3;;;
82890;08/03/2015;0000;;31.4;;6.8;79;
82890;08/03/2015;1200;0;;21.1;;;
82890;09/03/2015;0000;;30.2;;5.3;88;
82890;09/03/2015;1200;2.2;;20.3;;;
82890;10/03/2015;0000;;31;;7.5;85;
82890;10/03/2015;1200;13.4;;20.9;;;
82890;11/03/2015;0000;;31.6;;11.1;73.75;
82890;11/03/2015;1200;0;;19.7;;;
82890;12/03/2015;0000;;31.8;;10.6;78;
82890;12/03/2015;1200;0;;18.7;;;
82890;13/03/2015;0000;;32.2;;10.7;73.75;
82890;13/03/2015;1200;0;;20.5;;;
82890;14/03/2015;0000;;32.4;;10.5;72.25;
82890;14/03/2015;1200;0;;19.1;;;
82890;15/03/2015;0000;;33.2;;10.5;74;
82890;15/03/2015;1200;0;;19.5;;;
82890;16/03/2015;0000;;33.6;;8.9;73.75;
82890;16/03/2015;1200;0;;21.5;;;
82890;17/03/2015;0000;;33.8;;8.3;68.25;
82890;17/03/2015;1200;0;;20.9;;;
82890;18/03/2015;0000;;32.4;;8.8;72.75;
82890;18/03/2015;1200;0;;20.7;;;
82890;19/03/2015;0000;;30.2;;7.4;74.5;
82890;19/03/2015;1200;0;;20.5;;;
82890;20/03/2015;0000;;32.4;;7.4;81;
82890;20/03/2015;1200;0;;19.1;;;
82890;21/03/2015;0000;;32.8;;7.3;78;
82890;21/03/2015;1200;1;;21.1;;;
82890;22/03/2015;0000;;31;;1.3;80;
82890;22/03/2015;1200;0;;21.1;;;
82890;23/03/2015;0000;;32.8;;6.6;77;
82890;23/03/2015;1200;0;;19.9;;;
82890;24/03/2015;0000;;33;;6.6;78;
82890;24/03/2015;1200;0.7;;19.9;;;
82890;25/03/2015;0000;;33;;9.4;70.5;
82890;25/03/2015;1200;0;;22.1;;;
82890;26/03/2015;0000;;33.8;;8.1;74;
82890;26/03/2015;1200;0;;18.7;;;
82890;27/03/2015;0000;;32.6;;9.7;71;
82890;27/03/2015;1200;0;;19.5;;;
82890;28/03/2015;0000;;33.4;;11;60.75;
82890;28/03/2015;1200;0;;17;;;
82890;29/03/2015;0000;;33.4;;8.5;74.75;
82890;29/03/2015;1200;0;;21.7;;;
82890;30/03/2015;0000;;32.4;;5.9;77.75;
82890;30/03/2015;1200;0.4;;20.7;;;
82890;31/03/2015;0000;;32.8;;10.9;69.5;
82890;31/03/2015;1200;0;;18.1;;;
82890;01/04/2015;0000;;33.8;;10.8;70.25;
82890;01/04/2015;1200;0;;18.3;;;
82890;02/04/2015;0000;;33.2;;9.4;68.5;
82890;02/04/2015;1200;0;;20.7;;;
82890;03/04/2015;0000;;33.4;;9.6;71.75;
82890;03/04/2015;1200;0;;19.3;;;
82890;04/04/2015;0000;;32.2;;6.5;73.75;
82890;04/04/2015;1200;0;;20.7;;;
82890;05/04/2015;0000;;33.2;;7;69.5;
82890;05/04/2015;1200;0;;20.7;;;
82890;06/04/2015;0000;;34.2;;8.8;75.5;
82890;06/04/2015;1200;0;;21.9;;;
82890;07/04/2015;0000;;33;;3.7;79.25;
82890;07/04/2015;1200;0;;21.7;;;
82890;08/04/2015;0000;;30.8;;4.4;85.5;
82890;08/04/2015;1200;5.8;;21.1;;;
82890;09/04/2015;0000;;32.6;;9.5;71;
82890;09/04/2015;1200;0;;19.9;;;
82890;10/04/2015;0000;;33.4;;9.1;67.5;
82890;10/04/2015;1200;0;;19.3;;;
82890;11/04/2015;0000;;32.8;;8.6;74.25;
82890;11/04/2015;1200;0;;19.3;;;
82890;12/04/2015;0000;;30.4;;7.7;89.25;
82890;12/04/2015;1200;2.1;;20.7;;;
82890;13/04/2015;0000;;32.8;;10.4;75;
82890;13/04/2015;1200;2.1;;20.9;;;
82890;14/04/2015;0000;;32.6;;10;70.75;
82890;14/04/2015;1200;0;;19.3;;;
82890;15/04/2015;0000;;33.4;;10.8;71.25;
82890;15/04/2015;1200;0;;20.5;;;
82890;16/04/2015;0000;;33.2;;10.9;67.25;
82890;16/04/2015;1200;0;;18.9;;;
82890;17/04/2015;0000;;33.4;;10.3;68.25;
82890;17/04/2015;1200;0;;19.1;;;
82890;18/04/2015;0000;;33.8;;10.9;61;
82890;18/04/2015;1200;0;;18.3;;;
82890;19/04/2015;0000;;32.8;;9.6;67.25;
82890;19/04/2015;1200;0;;18.7;;;
82890;20/04/2015;0000;;33.2;;6.7;70.75;
82890;20/04/2015;1200;0;;20.1;;;
82890;21/04/2015;0000;;33.8;;9.6;67.5;
82890;21/04/2015;1200;0;;19.1;;;
82890;22/04/2015;0000;;33.6;;8.1;73;
82890;22/04/2015;1200;0;;20.1;;;
82890;23/04/2015;0000;;31.4;;5.9;83.75;
82890;23/04/2015;1200;0;;20.7;;;
82890;24/04/2015;0000;;32.4;;9.2;71.5;
82890;24/04/2015;1200;0;;22.1;;;
82890;25/04/2015;0000;;33.2;;8.2;65.5;
82890;25/04/2015;1200;0;;20.3;;;
82890;26/04/2015;0000;;33.8;;9.6;63.25;
82890;26/04/2015;1200;0;;19.1;;;
82890;27/04/2015;0000;;33.4;;10.3;74;
82890;27/04/2015;1200;0;;19.3;;;
82890;28/04/2015;0000;;33;;10.7;72.75;
82890;28/04/2015;1200;0;;19.7;;;
82890;29/04/2015;0000;;33;;9.4;84.5;
82890;29/04/2015;1200;0;;19.5;;;
82890;30/04/2015;0000;;33.4;;10.2;83.25;
82890;30/04/2015;1200;0;;19.1;;;
82890;01/05/2015;0000;;33.6;;8.8;84;
82890;01/05/2015;1200;0;;19.5;;;
82890;02/05/2015;0000;;31.2;;3.9;84;
82890;02/05/2015;1200;0;;20.5;;;
82890;03/05/2015;0000;;30;;3.4;82.75;
82890;03/05/2015;1200;0;;21.7;;;
82890;04/05/2015;0000;;32.4;;8.5;77.5;
82890;04/05/2015;1200;0;;20.7;;;
82890;05/05/2015;0000;;32.8;;10.5;72.75;
82890;05/05/2015;1200;0;;19.5;;;
82890;06/05/2015;0000;;32.2;;8.5;82.5;
82890;06/05/2015;1200;0;;19.5;;;
82890;07/05/2015;0000;;33;;9;79.75;
82890;07/05/2015;1200;0;;20.5;;;
82890;08/05/2015;0000;;33.6;;9.7;77.25;
82890;08/05/2015;1200;0;;20.5;;;
82890;09/05/2015;0000;;32.2;;9.2;81.25;
82890;09/05/2015;1200;0;;21.9;;;
82890;10/05/2015;0000;;32.6;;7.6;83.25;
82890;10/05/2015;1200;2.6;;21.3;;;
82890;11/05/2015;0000;;31;;7.9;95.5;
82890;11/05/2015;1200;0;;22.6;;;
82890;12/05/2015;0000;;33;;10.8;64.25;
82890;12/05/2015;1200;0;;18.1;;;
82890;13/05/2015;0000;;31.6;;8.7;86.5;
82890;13/05/2015;1200;0;;17.9;;;
82890;14/05/2015;0000;;29.8;;6.4;73.25;
82890;14/05/2015;1200;0;;20.7;;;
82890;15/05/2015;0000;;31.4;;9;91.75;
82890;15/05/2015;1200;0;;18.1;;;
82890;16/05/2015;0000;;31.4;;8;96.25;
82890;16/05/2015;1200;0;;19.9;;;
82890;17/05/2015;0000;;32.4;;9.8;93.25;
82890;17/05/2015;1200;0;;17.9;;;
82890;18/05/2015;0000;;31.2;;5.5;77.25;
82890;18/05/2015;1200;0;;18.1;;;
82890;19/05/2015;0000;;29.2;;5.8;88.75;
82890;19/05/2015;1200;0;;20.5;;;
82890;20/05/2015;0000;;29.6;;6.8;78.25;
82890;20/05/2015;1200;3.3;;20.1;;;
82890;21/05/2015;0000;;31.4;;10.3;77;
82890;21/05/2015;1200;0;;19.7;;;
82890;22/05/2015;0000;;31.6;;8.3;80;
82890;22/05/2015;1200;0;;19.5;;;
82890;23/05/2015;0000;;30.4;;7;83.5;
82890;23/05/2015;1200;0;;20.7;;;
82890;24/05/2015;0000;;30.8;;9.6;86;
82890;24/05/2015;1200;0.6;;19.1;;;
82890;25/05/2015;0000;;31.4;;9.5;92.5;
82890;25/05/2015;1200;0;;20.5;;;
82890;26/05/2015;0000;;31.8;;7.6;91.75;
82890;26/05/2015;1200;0;;20.9;;;
82890;27/05/2015;0000;;30;;4.4;92.75;
82890;27/05/2015;1200;0;;21.1;;;
82890;28/05/2015;0000;;28.2;;6.7;90.75;
82890;28/05/2015;1200;0;;20.5;;;
82890;29/05/2015;0000;;30.8;;7;89.25;
82890;29/05/2015;1200;0;;18.3;;;
82890;30/05/2015;0000;;26;;0.1;95.25;
82890;30/05/2015;1200;0;;20.9;;;
82890;31/05/2015;0000;;28.4;;5.9;91.5;
82890;31/05/2015;1200;13.5;;18.9;;;
82890;01/06/2015;0000;;30.2;;9.3;91;
82890;01/06/2015;1200;0.4;;18.9;;;
82890;02/06/2015;0000;;29.8;;7.5;90;
82890;02/06/2015;1200;0;;18.9;;;
82890;03/06/2015;0000;;29.6;;7.2;97;
82890;03/06/2015;1200;0;;19.7;;;
82890;04/06/2015;0000;;28.6;;5.5;90;
82890;04/06/2015;1200;1.3;;19.9;;;
82890;05/06/2015;0000;;26;;4.3;96;
82890;05/06/2015;1200;0;;18.7;;;
82890;06/06/2015;0000;;27.2;;4.9;95;
82890;06/06/2015;1200;1.7;;17.9;;;
82890;07/06/2015;0000;;25.8;;2.3;95;
82890;07/06/2015;1200;0;;17.7;;;
82890;08/06/2015;0000;;28.2;;7.2;87;
82890;08/06/2015;1200;6.7;;18.7;;;
82890;09/06/2015;0000;;29;;6.5;88;
82890;09/06/2015;1200;0;;18.5;;;
82890;10/06/2015;0000;;29.6;;9.6;84;
82890;10/06/2015;1200;0;;18.7;;;
82890;11/06/2015;0000;;30.2;;9.8;89;
82890;11/06/2015;1200;0;;19.1;;;
82890;12/06/2015;0000;;25;;1.9;86;
82890;12/06/2015;1200;3.3;;18.3;;;
82890;13/06/2015;0000;;27.6;;8.4;86;
82890;13/06/2015;1200;1.6;;18.1;;;
82890;14/06/2015;0000;;29.6;;10;87;
82890;14/06/2015;1200;0;;17.3;;;
82890;15/06/2015;0000;;28.4;;2.2;82;
82890;15/06/2015;1200;0;;20.5;;;
82890;16/06/2015;0000;;29;;10.3;83;
82890;16/06/2015;1200;0;;17.5;;;
82890;17/06/2015;0000;;26.8;;5.4;87;
82890;17/06/2015;1200;0;;16.8;;;
82890;18/06/2015;0000;;29;;6.4;90;
82890;18/06/2015;1200;0;;17.3;;;
82890;19/06/2015;0000;;28;;6.5;87;
82890;19/06/2015;1200;0;;17.7;;;
82890;20/06/2015;0000;;27.4;;6.1;90;
82890;20/06/2015;1200;0;;18.3;;;
82890;21/06/2015;0000;;27.4;;8.5;84;
82890;21/06/2015;1200;1.4;;18.5;;;
82890;22/06/2015;0000;;21.4;;0;97;
82890;22/06/2015;1200;2.2;;17.9;;;
82890;23/06/2015;0000;;27.6;;6.1;96;
82890;23/06/2015;1200;3.4;;17.7;;;
82890;24/06/2015;0000;;26.4;;4.4;95;
82890;24/06/2015;1200;2.3;;19.3;;;
82890;25/06/2015;0000;;24.8;;0;94;
82890;25/06/2015;1200;18;;18.7;;;
82890;26/06/2015;0000;;25.2;;6.6;90;
82890;26/06/2015;1200;2;;18.3;;;
82890;27/06/2015;0000;;24.6;;6.4;96;
82890;27/06/2015;1200;0.5;;17.5;;;
82890;28/06/2015;0000;;26.6;;6;95;
82890;28/06/2015;1200;2.3;;18.5;;;
82890;29/06/2015;0000;;25.2;;0.9;93;
82890;29/06/2015;1200;10.1;;19.5;;;
82890;30/06/2015;0000;;25;;1.2;95;
82890;30/06/2015;1200;10;;19.3;;;
82890;01/07/2015;0000;;30.6;;7.3;90;
82890;01/07/2015;1200;1.8;;18.7;;;
82890;02/07/2015;0000;;24.4;;0.9;95;
82890;02/07/2015;1200;0.7;;19.1;;;
82890;03/07/2015;0000;;25.6;;4.6;92.25;
82890;03/07/2015;1200;14.7;;19.7;;;
82890;04/07/2015;0000;;25.8;;0.7;90;
82890;04/07/2015;1200;0.4;;18.7;;;
82890;05/07/2015;0000;;27.4;;7.2;88;
82890;05/07/2015;1200;0.7;;20.3;;;
82890;06/07/2015;0000;;26.6;;9;91.75;
82890;06/07/2015;1200;0;;18.7;;;
82890;07/07/2015;0000;;25;;4.4;97.5;
82890;07/07/2015;1200;1;;18.1;;;
82890;08/07/2015;0000;;27;;6.8;88.75;
82890;08/07/2015;1200;7.6;;19.3;;;
82890;09/07/2015;0000;;27.6;;10.2;89;
82890;09/07/2015;1200;0;;18.5;;;
82890;10/07/2015;0000;;27.6;;10;96;
82890;10/07/2015;1200;0;;16.4;;;
82890;11/07/2015;0000;;27.6;;9.7;92.75;
82890;11/07/2015;1200;0;;17;;;
82890;12/07/2015;0000;;27;;5.9;94.75;
82890;12/07/2015;1200;0.5;;18.7;;;
82890;13/07/2015;0000;;27.6;;9.5;89;
82890;13/07/2015;1200;1.7;;19.3;;;
82890;14/07/2015;0000;;27.4;;9.3;95;
82890;14/07/2015;1200;0;;18.5;;;
82890;15/07/2015;0000;;25.4;;4.8;96.25;
82890;15/07/2015;1200;3.5;;17.7;;;
82890;16/07/2015;0000;;25;;6.2;96.25;
82890;16/07/2015;1200;14.6;;18.3;;;
82890;17/07/2015;0000;;24.6;;5.6;87;
82890;17/07/2015;1200;7.7;;18.1;;;
82890;18/07/2015;0000;;25.2;;8.7;90.25;
82890;18/07/2015;1200;0;;16.8;;;
82890;19/07/2015;0000;;24.2;;4;95.5;
82890;19/07/2015;1200;9;;17.5;;;
82890;20/07/2015;0000;;25;;9.2;98;
82890;20/07/2015;1200;2.1;;16.4;;;
82890;21/07/2015;0000;;24.8;;3.8;97.25;
82890;21/07/2015;1200;0;;17.5;;;
82890;22/07/2015;0000;;24;;3.1;96.75;
82890;22/07/2015;1200;0.4;;18.7;;;
82890;23/07/2015;0000;;24.8;;1.6;96.25;
82890;23/07/2015;1200;1.9;;19.1;;;
82890;24/07/2015;0000;;25.4;;6;88.5;
82890;24/07/2015;1200;0.3;;18.3;;;
82890;25/07/2015;0000;;25.6;;9.2;88.25;
82890;25/07/2015;1200;0;;16.4;;;
82890;26/07/2015;0000;;23.4;;1.9;95.75;
82890;26/07/2015;1200;0.8;;18.3;;;
82890;27/07/2015;0000;;24.5;;2.3;88;
82890;27/07/2015;1200;10.5;;18.1;;;
82890;28/07/2015;0000;;23.2;;1.9;93.5;
82890;28/07/2015;1200;0.6;;18.7;;;
82890;29/07/2015;0000;;22.8;;1.6;98.25;
82890;29/07/2015;1200;1;;18.3;;;
82890;30/07/2015;0000;;26;;8.6;93.5;
82890;30/07/2015;1200;8.4;;17.5;;;
82890;31/07/2015;0000;;24;;3.8;96.25;
82890;31/07/2015;1200;1.4;;17.9;;;
82890;01/08/2015;0000;;22.8;;3.6;97;
82890;01/08/2015;1200;7.3;;15.6;;;
82890;02/08/2015;0000;;25.6;;10;95;
82890;02/08/2015;1200;8.7;;16.8;;;
82890;03/08/2015;0000;;26.4;;10.4;85.75;
82890;03/08/2015;1200;0;;13.8;;;
82890;04/08/2015;0000;;26.4;;10.5;94.75;
82890;04/08/2015;1200;0;;16.8;;;
82890;05/08/2015;0000;;26;;7.3;82.75;
82890;05/08/2015;1200;0;;14.2;;;
82890;06/08/2015;0000;;27.4;;9.2;79.75;
82890;06/08/2015;1200;0;;18.1;;;
82890;07/08/2015;0000;;26.4;;7.8;83.25;
82890;07/08/2015;1200;0;;17.5;;;
82890;08/08/2015;0000;;26.4;;;81;
82890;08/08/2015;1200;0;;17;;;
82890;09/08/2015;0000;;26.8;;;87;
82890;09/08/2015;1200;0;;14.4;;;
82890;10/08/2015;0000;;27;;;81.25;
82890;10/08/2015;1200;0;;16.6;;;
82890;11/08/2015;0000;;24.8;;;88.75;
82890;11/08/2015;1200;4.7;;17.5;;;
82890;12/08/2015;0000;;24;;;89.5;
82890;12/08/2015;1200;1.9;;16.8;;;
82890;13/08/2015;0000;;24.6;;;90.5;
82890;13/08/2015;1200;0;;15;;;
82890;14/08/2015;0000;;26.2;;;97;
82890;14/08/2015;1200;0.2;;17.7;;;
82890;15/08/2015;0000;;27;;;95.75;
82890;15/08/2015;1200;3.8;;18.5;;;
82890;16/08/2015;0000;;25;;;96;
82890;16/08/2015;1200;0;;17.5;;;
82890;17/08/2015;0000;;26.5;;;81.25;
82890;17/08/2015;1200;1.9;;17.9;;;
82890;18/08/2015;0000;;27.2;;;82.25;
82890;18/08/2015;1200;0;;17.9;;;
82890;19/08/2015;0000;;27.6;;;85.25;
82890;19/08/2015;1200;0;;15.8;;;
82890;20/08/2015;0000;;25.8;;;95.25;
82890;20/08/2015;1200;0;;16.6;;;
82890;21/08/2015;0000;;30.6;;;79.75;
82890;21/08/2015;1200;0;;18.7;;;
82890;22/08/2015;0000;;28.8;;;78.75;
82890;22/08/2015;1200;0;;18.3;;;
82890;23/08/2015;0000;;28;;;78.75;
82890;23/08/2015;1200;0;;17.5;;;
82890;24/08/2015;0000;;28.8;;;87.75;
82890;24/08/2015;1200;0;;14.2;;;
82890;25/08/2015;0000;;30.4;;;77.75;
82890;25/08/2015;1200;0;;18.1;;;
82890;26/08/2015;0000;;29.4;;;82;
82890;26/08/2015;1200;0;;19.5;;;
82890;27/08/2015;0000;;30.4;;;75;
82890;27/08/2015;1200;0;;17;;;
82890;28/08/2015;0000;;29.6;;;75.75;
82890;28/08/2015;1200;0;;17.3;;;
82890;29/08/2015;0000;;30;;;80.5;
82890;29/08/2015;1200;0;;16.2;;;
82890;30/08/2015;0000;;29;;;80.75;
82890;30/08/2015;1200;0;;19.1;;;
82890;31/08/2015;0000;;28.2;;;76.5;
82890;31/08/2015;1200;0;;17;;;
82890;01/09/2015;0000;;28.2;;9.3;87;
82890;01/09/2015;1200;0;;15.4;;;
82890;02/09/2015;0000;;30.6;;8.2;81.25;
82890;02/09/2015;1200;0;;16.2;;;
82890;03/09/2015;0000;;29;;9.5;95;
82890;03/09/2015;1200;0;;17;;;
82890;04/09/2015;0000;;31.6;;11;68.75;
82890;04/09/2015;1200;0;;17.5;;;
82890;05/09/2015;0000;;34;;10.7;78.25;
82890;05/09/2015;1200;0;;18.1;;;
82890;06/09/2015;0000;;31.2;;10.8;76;
82890;06/09/2015;1200;0;;17;;;
82890;07/09/2015;0000;;29.8;;10.9;89.75;
82890;07/09/2015;1200;0;;16.4;;;
82890;08/09/2015;0000;;30.6;;10.6;74.75;
82890;08/09/2015;1200;0;;17;;;
82890;09/09/2015;0000;;31;;9.8;75;
82890;09/09/2015;1200;0;;17.3;;;
82890;10/09/2015;0000;;30;;10.6;75.75;
82890;10/09/2015;1200;0;;17.3;;;
82890;11/09/2015;0000;;30.6;;7.4;93.25;
